parent_product_id,review_count,review_text_count
b000289556,3,3
b0002898cq,2,2
b00028fb8q,2,2
b00028pdo8,37,37
b00028x40s,2,2
b00029nbqe,1,1
b00029wvlk,1,1
b00029xbiw,1,1
b0002ajqdk,1,1
b0002bbv0a,2,2
b0002bbv28,3,3
b0002bbv46,7,7
b0002bbx3u,58,58
b0002bc06y,4,4
b0002bfyvc,1,1
b0002d6k9a,1,1
b0002dkanm,5,5
b0002dlatu,1,1
b0002dlbyo,3,3
b0002dm1a2,1,1
b0002e1vam,4,4
b0002e3ki8,2,2
b0002evgz2,1,1
b0002ew9lm,1,1
b0002exdf8,1,1
b0002exexo,4,4
b0002exij4,1,1
b0002frc9u,1,1
b0002fre70,1,1
b0002frss0,1,1
b0002fs0nm,1,1
b0002fs1ja,2,2
b0002fsbls,1,1
b0002fso4w,1,1
b0002fulxy,1,1
b0002fumni,2,2
b0002gd1bm,2,2
b0002gu14c,2,2
b0002gvva0,1,1
b0002gwfg4,2,2
b0002gy7qa,2,2
b0002h4w1y,2,2
b0002i1z86,1,1
b0002ixipo,6,6
b0002ixir2,2,2
b0002ixns6,2,2
b0002ixnvi,1,1
b0002jfo0u,1,1
b0002jju14,4,4
b0002jju1e,3,3
b0002jju1o,5,5
b0002jju1y,25,25
b0002jju2i,14,14
b0002jju3c,14,14
b0002jju4g,4,4
b0002jju4q,7,7
b0002jju50,12,12
b0002jml3s,1,1
b0002jn5pg,28,28
b0002jszf6,5,5
b0002jt0y6,1,1
b0002jt0yq,3,3
b0002jt11i,1,1
b0002k5vsy,1,1
b0002kkj1s,1,1
b0002ko32e,7,7
b0002kr2d6,1,1
b0002kr2ju,1,1
b0002kr4ac,1,1
b0002kr4dy,1,1
b0002kr4u2,1,1
b0002kr71s,1,1
b0002kr72c,1,1
b0002kra1u,1,1
b0002krabu,49,49
b0002krddk,1,1
b0002krdgc,1,1
b0002kre16,1,1
b0002kre1g,1,1
b0002kre2a,1,1
b0002kxcye,1,1
b0002lxvty,1,1
b0002lxvz8,1,1
b0002mqew4,1,1
b0002mqge0,2,2
b0002nybeg,3,3
b0002of2fc,8,8
b0002ps87a,2,2
b0002q83x8,4,4
b0002q8tiw,3,3
b0002q8tk0,5,5
b0002q8tku,6,6
b0002q8tly,3,3
b0002q8tms,10,10
b0002q8tnm,28,28
b0002q8tp0,103,103
b0002q8tpu,24,24
b0002qtf4e,1,1
b0002qtj0e,9,9
b0002qtkd0,1,1
b0002qz4xk,20,20
b0002sp870,1,1
b0002spaua,1,1
b0002spauu,4,4
b0002sqta0,1,1
b0002squvi,5,5
b0002sqxro,1,1
b0002sqxry,2,2
b0002srims,3,3
b0002srinw,9,9
b0002t6l5m,49,49
b0002tudkg,1,1
b0002tv2z6,1,1
b0002u3ia2,1,1
b0002u8bwc,2,2
b0002u8bx6,2,2
b0002u8bxq,1,1
b0002u8bya,2,2
b0002uenw4,1,1
b0002uep8q,2,2
b0002v2ff0,1,1
b0002v2jhy,1,1
b0002v3h5c,3,3
b0002vzfji,1,1
b0002wrig0,2,2
b0002xyez2,3,3
b0002yfr98,1,1
b0002yfram,1,1
b0002yfrjs,5,5
b0002yiqe6,1,1
b0002yiqeg,1,1
b0002yoq8q,9,9
b0002yp1bm,2,2
b0002yqcn8,1,1
b0002ysads,1,1
b0002ysopm,6,6
b0002yt4yw,2,2
b0002ytk7i,7,7
b0002ytkak,1,1
b0002ytlfe,12,12
b0002ytpdc,12,12
b0002yu23o,5,5
b0002yu82y,3,3
b0002yu8cy,1,1
b0002yu8em,2,2
b0002yu8s8,1,1
b0002yuyf0,1,1
b0002yuz1i,2,2
b0002yuz2c,1,1
b0002yv6x4,1,1
b0002yvjg8,1,1
b0002yvnmi,3,3
b0002yvnoq,4,4
b0002ywdwc,1,1
b0002ywrf0,1,1
b0002ywrh8,4,4
b0002yx9ca,1,1
b0002yxb9q,1,1
b0002yxg64,3,3
b0002yxi8k,1,1
b0002z7u1k,1,1
b0002z9bus,1,1
b0002zg37w,1,1
b0002zg43u,1,1
b0002zg4j4,1,1
b0002zij0g,1,1
b0002zoy5a,13,13
b0002zoyaa,2,2
b0002zp0us,1,1
b0002zp3i2,1,1
b0002zp5bc,1,1
b0002zp8hi,1,1
b0002zp92m,1,1
b0002zp9dg,1,1
b0002zp9fy,1,1
b0002zpb34,1,1
b0002zpbm0,2,2
b0002zpbmk,2,2
b0002zpbno,2,2
b0002zpels,3,3
b0002zpemc,1,1
b0002zpeue,1,1
b0002zpewc,3,3
b0002zpewm,1,1
b0002zpeww,5,5
b0002zpezy,4,4
b0002zpf0i,6,6
b0002zpf1c,2,2
b0002zpuda,1,1
b0002zpxau,1,1
b0002zuq84,1,1
b0002zwajw,1,1
b0002zwdoe,3,3
b0002zwg0u,2,2
b0002zwg50,5,5
b0002zwq64,1,1
b0002zwuc4,1,1
b00030cr6m,1,1
b00030cs52,1,1
b00030cu46,1,1
b00030laem,1,1
b00030nkv8,1,1
b0003c016s,1,1
b0003j2b5a,10,10
b0003k2u64,3,3
b00042k694,24,24
b00061f37i,1,1
b00061he0w,1,1
b00061itoc,1,1
b00062be70,1,1
b00062blau,1,1
b00062blbo,1,1
b00062n428,21,21
b00062n42s,20,20
b00062n464,1,1
b00062n496,6,6
b00062n4k0,9,9
b00062n4l4,1,1
b00062n4le,3,3
b00062n4lo,3,3
b00062nefk,1,1
b00062wbhm,1,1
b000630j8e,7,7
b0006380su,1,1
b0006380t4,1,1
b0006389vi,1,1
b00063iz9e,1,1
b00063kzba,27,27
b00063l0vo,1,1
b00063q9va,1,1
b00063vk6y,5,5
b00063xgg6,1,1
b0006555f4,1,1
b000656vu2,1,1
b00065eqju,15,15
b00065sxqw,1,1
b00065tljk,2,2
b00065tmwq,1,1
b00065tnaw,1,1
b00065to1a,3,3
b00065uah2,1,1
b00065uchu,1,1
b00065ue4g,1,1
b00065uews,1,1
b00065ugi0,1,1
b00065ux42,6,6
b00065uxd8,3,3
b00065uxec,1,1
b00065uygo,2,2
b00065uyku,1,1
b00065uywi,1,1
b00065uyx2,1,1
b00065uzl8,2,2
b00065v062,2,2
b00065v0l2,1,1
b00065v0lm,1,0
b00065v0mg,1,1
b00065w8fe,12,12
b00065wppm,3,3
b000660ij6,2,2
b0006619r6,1,1
b000661a8e,1,1
b000668s0m,2,2
b000677lfy,1,1
b00067aif4,1,1
b00067l420,1,1
b00068fbcs,1,1
b00068gxqq,1,1
b00068j25a,1,1
b0006906gs,1,1
b000692a58,4,4
b0006935pc,4,4
b0006945ew,2,2
b0006945ss,5,5
b00069dw64,1,1
b00069sr3c,1,1
b0006a9ey2,3,3
b0006b683g,1,1
b0006b685o,1,1
b0006doalg,7,7
b0006dor3m,1,1
b0006fi85i,1,1
b0006fi8bm,1,1
b0006fi8ui,1,1
b0006fkjfu,1,1
b0006fkjgo,4,4
b0006fkqp8,1,1
b0006fksa6,5,5
b0006fksag,2,2
b0006g2xia,9,9
b0006g2y3y,1,1
b0006g3ap0,2,2
b0006g3t38,3,3
b0006g81ao,1,1
b0006g84ro,11,11
b0006g84vk,1,1
b0006garss,1,1
b0006gbrj6,1,1
b0006gk9rc,6,6
b0006h4b8y,2,2
b0006hehj2,1,1
b0006hjefo,1,1
b0006hm19k,1,1
b0006hmb9a,1,1
b0006hmbb8,2,2
b0006hmbbs,1,1
b0006huyfi,1,1
b0006huyte,31,31
b0006hvmok,4,4
b0006hxg62,1,1
b0006i0n80,1,1
b0006iuwae,1,1
b0006ix8au,13,13
b0006j1hum,2,2
b0006j2v66,2,2
b0006j3cxc,6,6
b0006j3cxw,1,1
b0006j3dn6,2,2
b0006j3doa,3,3
b0006j3kdo,1,1
b0006j3kp2,1,1
b0006j3kw0,1,1
b0006j3yai,1,1
b0006j3zjs,1,1
b0006j417s,1,1
b0006j429k,1,1
b0006j42rc,1,1
b0006j43cq,1,1
b0006j43eo,1,1
b0006j47ok,1,1
b0006j47p4,1,1
b0006j48wg,1,1
b0006j49ts,1,1
b0006j4a5g,2,2
b0006j4dhg,1,1
b0006j4dik,1,1
b0006j4ees,1,1
b0006j4efw,1,1
b0006j4gjg,2,2
b0006j4gkk,3,3
b0006j4hu4,1,1
b0006j4jhu,2,2
b0006j4ji4,2,2
b0006j4mya,1,1
b0006j4pgu,4,4
b0006j4pis,1,1
b0006j4pxi,1,1
b0006j4qbo,1,1
b0006j4sui,1,1
b0006j4uwy,1,1
b0006j4zew,2,2
b0006jjbic,1,1
b0006jjpba,2,2
b0006jlto6,5,5
b0006l374e,1,1
b0006l37oy,1,1
b0006l38f2,1,1
b0006l9z5o,1,1
b0006la1e8,1,1
b0006la2we,1,1
b0006lbve2,2,2
b0006lbvec,7,7
b0006mrr1m,2,2
b0006mupxy,7,7
b0006mxrwu,10,10
b0006mxrx4,2,2
b0006mxs06,1,1
b0006mxs4c,9,9
b0006mzm0k,1,1
b0006mzmhs,4,4
b0006n25ju,2,2
b0006n6kic,1,1
b0006n6w0i,1,1
b0006n6wee,1,1
b0006n71ks,8,8
b0006n7kze,1,1
b0006n7loo,1,1
b0006nakis,1,1
b0006ncgl2,6,6
b0006ncgm6,1,1
b0006ncgmq,1,1
b0006ndhla,1,1
b0006nf60k,1,1
b0006nf7ya,3,3
b0006nfmng,1,1
b0006nfuk6,5,5
b0006nfukg,4,4
b0006nh0rc,1,1
b0006nicjc,2,2
b0006nijmw,1,1
b0006nijoa,1,1
b0006nikoo,1,1
b0006nikpi,1,1
b0006o1pfo,2,2
b0006o2aiu,1,1
b0006o3tnk,7,7
b0006o5eym,1,1
b0006o5fak,4,4
b0006o5i52,1,1
b0006o6qxu,1,1
b0006o6v4e,1,1
b0006o78hi,1,1
b0006o8qq0,10,10
b0006o8qym,1,1
b0006oblxu,1,1
b0006oci46,1,1
b0006oeo0m,1,1
b0006oeo16,2,2
b0006of8qq,2,2
b0006olg3u,4,4
b0006olg4e,2,2
b0006olg9y,31,31
b0006q3zfa,1,1
b0006q8at6,1,1
b0006tz4ug,1,1
b0006uexh0,1,1
b0006ulhjw,1,1
b0006ulnri,1,1
b0006ulo7m,1,1
b0006upl6w,2,2
b0006upl9o,1,1
b0006upmc0,1,1
b0006upmwk,2,2
b0006upmzm,1,1
b0006upnkg,1,1
b0006yxzys,1,1
b0006z0504,2,2
b0006z3h90,1,1
b000701b7o,1,1
b00072nsdc,1,1
b00074uz4a,3,3
b00075fj7c,1,1
b00075fx14,1,1
b00075fxpk,1,1
b00075g2hs,1,1
b00075m362,1,1
b00075nj4m,1,1
b00075nksw,1,1
b0007656qa,2,2
b00076gi4o,1,1
b00077pw22,1,1
b00077pw36,2,2
b00077pw40,4,4
b000786glm,14,14
b00078a8h0,1,1
b00078g5m2,1,1
b000796xsc,2,2
b000796xxm,5,5
b00079nvau,4,4
b00079q6de,1,1
b00079wozi,4,4
b0007a1e4o,2,2
b0007cniu0,1,1
b0007cniw8,1,1
b0007cnizk,1,1
b0007cnj4k,1,1
b0007cxjke,1,1
b0007kkaje,4,4
b0007kqumk,6,6
b0007kxnvq,2,2
b0007lttr2,3,3
b0007ltxnm,2,2
b0007n5li6,4,4
b0007pnoba,2,2
b0007q1pv0,1,1
b0007q1pvu,1,1
b0007q1rs6,1,1
b0007q3g26,2,2
b0007sxg9c,1,1
b0007sxg9m,1,1
b0007sxg9w,1,1
b0007sxgce,1,1
b0007sxgd8,2,2
b0007sxjye,1,1
b0007tybpe,1,1
b0007uqkxy,1,1
b0007uqky8,2,2
b0007uqkys,1,1
b0007uqkz2,2,2
b0007uqkzm,1,1
b0007vnz5o,2,2
b0007waj20,1,1
b0007wrlnu,1,1
b0007xvvb2,15,15
b0007yxczo,1,1
b0007yz252,3,3
b0007zod6u,1,1
b00080byxo,1,1
b00081any4,1,1
b00081arae,2,2
b00081ng0w,2,2
b00081pga0,1,1
b00081q8wu,1,1
b00081qay6,1,1
b00081qbqi,1,1
b0008294pm,2,2
b00082ffsc,1,1
b00082il9w,1,1
b00082ixpo,1,1
b00082ixww,2,2
b00083utdc,1,1
b00083wzdy,3,3
b00086hvgc,1,1
b0008f6gz0,1,1
b0008f6hh2,1,1
b0008fup8e,1,1
b0008g1yga,19,19
b0008g1z32,7,7
b0008g1z3c,1,1
b0008g1znc,1,1
b0008gcui6,7,7
b0008gcv76,3,3
b0008gk25e,3,3
b0008gkxqw,1,1
b0008ivyya,8,8
b0008jiqvi,29,29
b0008klpy2,1,1
b00091pn9s,1,1
b00092r6cy,1,1
b0009356xo,1,1
b000936l24,1,1
b00093e55o,1,1
b00094h75i,1,1
b00095nfki,1,1
b00095ol1a,2,2
b00095v0nc,6,6
b000960kbo,2,2
b00096sj1w,1,1
b00096sj4y,2,2
b00096zqya,2,2
b0009784ny,7,7
b00097bdua,3,3
b00097be5o,1,1
b00098188q,2,2
b00099q91g,2,2
b00099yjcw,1,1
b00099yjr2,9,9
b00099ylk2,1,1
b0009ests2,1,1
b0009fuwja,1,1
b0009g0g72,1,1
b0009gvmk2,2,2
b0009gvmkw,14,14
b0009gw1gg,8,8
b0009gyrww,12,12
b0009gznji,2,2
b0009h1am6,1,1
b0009h53bk,2,2
b0009h5bbc,1,1
b0009h5eg4,1,1
b0009h63aa,4,4
b0009hkb7g,3,3
b0009ilfbq,1,1
b0009ir0zq,1,1
b0009j5nvi,1,1
b0009jff5w,4,4
b0009k4ecq,6,6
b0009kke02,1,1
b0009mbc9c,1,1
b0009nwd80,10,10
b0009or98i,1,1
b0009pu9ck,6,6
b0009q01dg,1,1
b0009q0212,3,3
b0009q1oo6,2,2
b0009q2pe4,23,23
b0009rf81u,1,1
b0009rm4j4,1,1
b0009rmafm,2,2
b0009rpsj2,11,11
b0009rurzc,1,1
b0009spy04,8,8
b0009staya,11,11
b0009stxug,1,0
b0009sxow4,1,1
b0009tilm6,3,3
b0009tkr8c,2,2
b0009tmun2,3,3
b0009v1wxy,40,40
b0009vkyba,1,1
b0009vlf86,2,2
b0009vlrb6,1,1
b0009vlrbg,4,4
b0009vlrji,2,2
b0009vlruc,3,3
b0009vluou,1,1
b0009vluqi,1,1
b0009vm7xs,4,4
b0009vnvho,1,1
b0009vsv7o,1,1
b0009wg60w,1,1
b0009wg61g,7,7
b0009wg61q,5,5
b0009wg62k,1,1
b0009wg62u,7,7
b0009wg634,12,12
b0009wnpho,1,1
b0009ws0bk,1,1
b0009x1jus,1,1
b0009x3ez6,1,1
b0009x8jzq,2,2
b0009x8opg,1,1
b0009x8peq,5,5
b0009xaxm8,2,2
b0009xb4o4,2,2
b0009xcljg,3,3
b0009xcll4,1,1
b0009xelq2,1,1
b0009xi9ii,1,1
b0009xi9kg,1,1
b0009xj356,1,1
b0009xkoig,1,1
b0009xtonw,1,1
b0009xwlzu,1,1
b0009y4ezo,4,4
b0009y88pq,2,2
b0009yh06y,1,1
b0009yj22o,1,1
b0009zd6bg,1,1
b0009zhb62,2,2
b000a2b0io,3,3
b000a2ya4u,1,1
b000a3zwn2,4,4
b000a5rrry,1,1
b000a6xcky,3,3
b000a7qf0c,1,1
b000a7umyc,1,1
b000a806ym,2,2
b000aavoci,2,2
b000ae94vm,2,2
b000aeyspo,1,1
b000albzgc,6,6
b000am8t1u,2,2
b000ao5kow,3,3
b000aoa0j2,2,2
b000ap4rq8,2,2
b000aq8nc6,2,2
b000aqnehu,1,1
b000arb89a,1,1
b000arlrzu,1,1
b000aro5ky,1,1
b000as9b5w,1,1
b000au9phe,1,1
b000aum5us,2,2
b000av15pi,2,2
b000av16h0,15,15
b000av4tme,4,4
b000avjjz6,3,3
b000ay31dy,2,2
b000ay50ce,1,1
b000ayfzh4,1,1
b000ayhah2,1,1
b000ayhzhm,1,1
b000ayit4u,2,2
b000ayiy54,3,3
b000aykwcc,1,1
b000b1kkj4,1,1
b000b1ocqg,1,1
b000b1odk6,3,3
b000b4gu0y,3,3
b000b4gu22,1,1
b000b4iw9q,1,1
b000b4iwc8,1,1
b000b4kzoq,3,3
b000b4kzsc,1,1
b000b4kzu0,1,1
b000b4kzve,1,1
b000b4l00y,1,1
b000b4n3mw,1,1
b000b58mzo,1,1
b000b5mkzc,1,1
b000b5y884,1,1
b000b5y8pm,1,1
b000b6324o,1,1
b000b6351e,1,1
b000b6387k,3,3
b000b63bp4,1,1
b000b67yxe,3,3
b000b7cvrc,1,1
b000b7e92m,1,1
b000b83z1m,1,1
b000b8lxd4,1,1
b000b91l76,5,5
b000b9jwqs,2,2
b000b9rumg,6,6
b000b9v1z8,1,1
b000b9v20w,5,5
b000bd5dqm,2,2
b000bd5es4,1,1
b000bd5eu2,1,1
b000bd5f7y,1,1
b000bd5fqk,1,1
b000bd5gqy,1,1
b000bd5gwi,1,1
b000bd5h04,4,4
b000bd5h6i,1,1
b000bd5hay,1,1
b000bd5hcw,2,2
b000bd5hd6,1,1
b000bd5hju,4,4
b000bd5hn6,1,1
b000bd5i08,1,1
b000bd5i30,1,1
b000bd5i58,6,6
b000bd697o,1,0
b000bd69ba,1,1
b000bd69t2,1,1
